"STRING_id","allergy","Alzheimers.disease","arthritis","asthma","bipolar.disorder","cardiac.arrhythmia","chronic.obstructive.pulmonary.disease","coronary.heart.disease","drug.dependence","hypertension","multiple.sclerosis","obesity","Parkinson.s.disease","psoriasis","rheumatoid.arthritis","schizophrenia","stroke","systemic.lupus.erythematosus","type.I.diabetes.mellitus","type.II.diabetes.mellitus","ulcerative.colitis","unipolar.depression"
"9606.ENSP00000355013",0.004740453,0.007601855,0.01487987,0.006348194,0.01045533,0.0112822,0.007906526,0.01263281,0.01013022,0.01327744,0.0131053,0.01393225,0.01014179,0.008174873,0.007983792,0.01201408,0.01085112,0.007873453,0.007216917,0.01108011,0.004371113,0.008697082
"9606.ENSP00000355014",0.00361516,0.006334527,0.01164855,0.004884509,0.007960107,0.00932566,0.006357367,0.009554578,0.007721697,0.01045077,0.0106529,0.01052406,0.007830122,0.00674631,0.005946439,0.009276314,0.008570041,0.006502176,0.005978917,0.008357264,0.003374508,0.006836033
"9606.ENSP00000355026",0.004769529,0.008186808,0.01463867,0.007317025,0.008547612,0.01037112,0.007217195,0.01019975,0.01004495,0.01230757,0.01271423,0.01184532,0.01021896,0.009319345,0.008065126,0.01067394,0.01183054,0.006793726,0.00716144,0.008980889,0.004964235,0.008831667
"9606.ENSP00000355028",0.002043593,0.003538281,0.006697539,0.002774039,0.005558444,0.006327802,0.004438726,0.006553269,0.004570653,0.006926983,0.005995686,0.007080562,0.004556849,0.003725419,0.003429028,0.006357604,0.004899284,0.004630846,0.00423424,0.005820383,0.001894607,0.003973534
"9606.ENSP00000355031",0.004934058,0.008716005,0.01533357,0.006387967,0.009915383,0.01227325,0.007777399,0.01269258,0.01030258,0.01326086,0.01586656,0.01402813,0.01056159,0.008827515,0.007499377,0.01234615,0.01118193,0.008548493,0.007307468,0.01054951,0.004419332,0.00918168
"9606.ENSP00000355046",0.003515762,0.005407273,0.01179636,0.004488998,0.2355182,0.236377,0.2337662,0.2371219,0.007331875,0.2374093,0.009647488,0.2379695,0.006647246,0.005868866,0.00683414,0.2368325,0.007164761,0.2338076,0.2340178,0.2362366,0.002850425,0.005883504
"9606.ENSP00000355050",0.004411979,0.007100017,0.01347716,0.006118794,0.009982265,0.01102758,0.007991195,0.01190579,0.009667645,0.01257891,0.01229915,0.01332137,0.009488091,0.007361837,0.006861631,0.01189355,0.01005574,0.007677507,0.007195507,0.01052681,0.003782893,0.008349181
"9606.ENSP00000355051",0.005191076,0.008200761,0.01612222,0.0069641,0.0114554,0.01184586,0.008576511,0.01397371,0.01090967,0.01440999,0.01396605,0.01529784,0.01085911,0.008719059,0.008835545,0.01289975,0.0115926,0.008468297,0.007630582,0.01216733,0.004628868,0.009359156
"9606.ENSP00000355060",0.003142718,0.004976487,0.009493679,0.004472164,0.005656337,0.006999108,0.004780862,0.006860695,0.006707085,0.00782193,0.008327729,0.007872995,0.006851762,0.005855104,0.004981997,0.007235068,0.008157572,0.004497654,0.004519316,0.006017727,0.003505151,0.005867226
"9606.ENSP00000355077",0.00285091,0.005099541,0.009612558,0.003900517,0.006567239,0.007639546,0.005206346,0.007906087,0.006223053,0.008549197,0.008295363,0.008657031,0.006205855,0.005362679,0.004746708,0.007730813,0.006807667,0.005420509,0.004938847,0.006882945,0.002706129,0.005438011
"9606.ENSP00000355086",0.002712431,0.004756778,0.009522947,0.003757885,0.006949099,0.008095381,0.00531825,0.008427452,0.006304497,0.00880682,0.008142258,0.009127775,0.006209783,0.005079956,0.004780176,0.008054589,0.006773898,0.005841717,0.005071143,0.007193811,0.002634255,0.00539048
"9606.ENSP00000355090",0.006303441,0.01011733,0.01887225,0.009155347,0.01138003,0.01385664,0.009507833,0.01359517,0.01391337,0.0156238,0.01602182,0.0158672,0.01394905,0.01107341,0.009668165,0.01470904,0.01595875,0.008666932,0.008803935,0.01197613,0.005924418,0.0120317
"9606.ENSP00000355094",0.005287351,0.008682901,0.01431966,0.006470285,0.01637375,0.01742706,0.01447828,0.01874189,0.01000617,0.01976118,0.01289333,0.0200918,0.01040481,0.008819025,0.007697222,0.01846213,0.01047408,0.0150251,0.01411247,0.01750751,0.004507676,0.008983457
"9606.ENSP00000355114",0.004281247,0.007086879,0.01347646,0.005641708,0.009067706,0.0104433,0.007025419,0.01107373,0.009018206,0.01216534,0.01426598,0.01215414,0.009124413,0.007777546,0.007044523,0.01059702,0.009911586,0.007321377,0.00661693,0.00953245,0.004023726,0.007960222
"9606.ENSP00000355124",0.00436634,0.007995271,0.01605304,0.006609044,0.009520274,0.01142808,0.009066131,0.01157526,0.01117523,0.01398292,0.01238618,0.01309671,0.009962998,0.008436913,0.007841302,0.01156914,0.01131946,0.007736079,0.007090714,0.009998408,0.004195248,0.009995936
"9606.ENSP00000355133",0.004146945,0.007783623,0.01336935,0.005339128,0.009348822,0.009679046,0.005943327,0.01027957,0.0116545,0.01074876,0.01132691,0.01187265,0.01049891,0.006841936,0.00618587,0.01239079,0.01104447,0.005502475,0.005675075,0.008426791,0.003463038,0.009031634
"9606.ENSP00000355136",0.005811987,0.01014404,0.01812347,0.008230102,0.01116833,0.0136771,0.009292143,0.01334199,0.01299887,0.0154079,0.01562386,0.01544439,0.01291133,0.01094402,0.009585686,0.0140154,0.01716964,0.008714806,0.00909619,0.01166306,0.005853214,0.01108055
